,postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh,Unnamed: 0,id,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,lgacode,electorate,electoraterating
2213,6112,14290,30621,45.8,71577,65348,6229,0,14015,275,0,397184,"2,541,978",597.2,16014,16420,ARMADALE,WA,115.997934,-32.158675,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50604.0,Gosnells,506.0,Perth - South East,R2,-32.1473012,116.0128764,50601111017.0,50601111038.0,506011110.0,Armadale - Wungong - Brookdale,50601.0,Armadale,506.0,Perth - South East,1.0,1.0,1.0,1.0,Burt,39.1071548461914,W1,PHN502,Perth South,Gosnells,53780.0,Canning,Outer Metropolitan
2214,6121,795,1013,70.7,4660,3397,1263,0,716,79,0,68842,"440,589",103.2,16026,16428,OAKFORD,WA,115.916459,-32.208934,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.2043324,115.9241645,50606114311.0,50606114311.0,506061143.0,Mundijong,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,1.0,1.0,1.0,1.0,Canning,,W1,PHN502,Perth South,Kwinana,54830.0,Canning,Outer Metropolitan
2215,6122,4974,9998,48.3,26612,23617,2795,200,4831,142,1,181197,"1,159,661",272.6,16028,16430,BYFORD,WA,116.0072,-32.221725,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.2217191,116.00884440000002,50606114206.0,50606114206.0,506061142.0,Byford,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,1.0,1.0,1.0,1.0,Canning,,W1,PHN502,Perth South,Armadale,50210.0,Canning,Outer Metropolitan
2216,6123,542,738,71.1,2841,2501,340,0,525,17,0,23266,"148,900",35.0,16032,16434,MUNDIJONG,WA,115.98589,-32.295176,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.2995985,115.98457179999998,50606114315.0,50606114315.0,506061143.0,Mundijong,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,1.0,1.0,1.0,1.0,Canning,39.27269744873049,W1,PHN502,Perth South,Serpentine-Jarrahdale,57700.0,Canning,Outer Metropolitan
2217,6124,303,502,57.6,1448,1222,226,0,289,14,0,15508,"99,253",22.1,16034,16436,JARRAHDALE,WA,116.072494,-32.338316,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.3759261,116.1595761,50606114410.0,50606114410.0,506061144.0,Serpentine - Jarrahdale,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,2.0,2.0,5.0,5.0,Canning,,W1,PHN502,Perth South,Serpentine-Jarrahdale,57700.0,Canning,Outer Metropolitan
2218,6125,795,1254,57.3,4779,3298,1481,0,718,77,0,67817,"434,031",101.5,16035,16437,HOPELAND,WA,115.901277,-32.364427,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.3642829,115.9092153,50606114407.0,50606114407.0,506061144.0,Serpentine - Jarrahdale,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,2.0,2.0,2.0,2.0,Canning,12.993980407714801,W1,PHN502,Perth South,Rockingham,57490.0,Canning,Outer Metropolitan
2219,6126,58,124,42.7,326,219,107,0,53,5,0,8367,"53,551",11.9,16038,16440,KEYSBROOK,WA,115.977043,-32.440033,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.4363721,116.02956709999998,50606114408.0,50606114408.0,506061144.0,Serpentine - Jarrahdale,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,2.0,2.0,5.0,5.0,Canning,,W1,PHN502,Perth South,Serpentine-Jarrahdale,57700.0,Canning,Outer Metropolitan
2220,6147,2704,6367,42.1,10806,10247,359,200,2681,22,1,91928,"588,341",137.8,16039,16441,LANGFORD,WA,115.941353,-32.043771,CANNING VALE DC,Delivery Area,Updated 6-Feb-2020,50604.0,Gosnells,506.0,Perth - South East,R2,-32.0397928,115.9484249,50604113227.0,50604113227.0,506041132.0,Beckenham - Kenwick - Langford,50604.0,Gosnells,506.0,Perth - South East,1.0,1.0,1.0,1.0,Tangney,9.72682476043701,W1,PHN502,Perth South,Canning,51330.0,Tangney,Inner Metropolitan
2221,6148,3481,7660,44.8,15237,14304,933,0,3432,49,0,112267,"718,510",168.3,16042,16444,FERNDALE,WA,115.924691,-32.030183,CANNING VALE DC,Delivery Area,Updated 6-Feb-2020,50603.0,Canning,506.0,Perth - South East,R2,-32.0307555,115.9253485,50603112814.0,50603112814.0,506031128.0,Parkwood - Ferndale - Lynwood,50603.0,Canning,506.0,Perth - South East,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Canning,51330.0,Tangney,Inner Metropolitan
2222,6149,3938,6998,55.6,17862,16748,934,180,3888,49,1,127267,"814,508",190.8,16046,16448,BULL CREEK,WA,115.858679,-32.064941,CANNING VALE DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.056596500000005,115.864873,50704117905.0,50704117905.0,507041179.0,Bull Creek,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,23.304822921752898,W1,PHN502,Perth South,Melville,55320.0,Tangney,Inner Metropolitan
2223,6150,2436,4860,49.3,11525,10404,953,168,2397,38,1,87018,"556,914",129.3,16048,16450,BATEMAN,WA,115.833608,-32.061682,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0595826,115.8443778,50704117608.0,50704117608.0,507041176.0,Bateman,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,55320.0,Tangney,Inner Metropolitan
2224,6151,1692,8178,19.5,9257,7421,1836,0,1592,100,0,87157,"557,807",129.5,16051,16453,KENSINGTON,WA,115.869482,-31.982199,BENTLEY DC,Delivery Area,Updated 6-Feb-2020,50607.0,South Perth,506.0,Perth - South East,R2,-31.9830523,115.88295929999998,50607114735.0,50607114735.0,506071147.0,South Perth - Kensington,50607.0,South Perth,506.0,Perth - South East,1.0,1.0,1.0,1.0,Swan,9.71096420288086,W1,PHN502,Perth South,South Perth,57840.0,Swan,Inner Metropolitan
2225,6152,3332,11176,28.8,16135,14248,1694,193,3219,112,1,145229,"929,468",215.8,16054,16456,COMO,WA,115.870058,-32.008509000000004,BENTLEY DC,Delivery Area,Updated 6-Feb-2020,50607.0,South Perth,506.0,Perth - South East,R2,-32.0010903,115.8617166,50607114518.0,50607114518.0,506071145.0,Como,50607.0,South Perth,506.0,Perth - South East,1.0,1.0,1.0,1.0,Swan,10.155860900878901,W1,PHN502,Perth South,South Perth,57840.0,Swan,Inner Metropolitan
2226,6153,3112,8507,34.4,16610,13620,2865,125,2925,186,1,130115,"832,739",193.3,16059,16173,APPLECROSS,WA,115.837525,-32.024363,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0116062,115.8387269,50704117513.0,50704117513.0,507041175.0,Applecross - Ardross,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,55320.0,Tangney,Inner Metropolitan
2227,6154,1866,4498,39.2,10693,7453,3240,0,1763,103,0,92001,"588,808",136.5,16065,16179,ALFRED COVE,WA,115.825994,-32.040061,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0318604,115.8181396,50704118129.0,50704118129.0,507041181.0,Melville,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,22.726129531860398,W1,PHN502,Perth South,Melville,55320.0,Tangney,Inner Metropolitan
2228,6155,11597,17411,64.6,58261,46885,9522,1854,11254,338,5,484913,"3,103,446",734.7,16068,16182,CANNING VALE,WA,115.890779,-32.061501,CANNING VALE DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0888848,115.9178123,50604113324.0,50604113324.0,506041133.0,Canning Vale - East,50604.0,Gosnells,506.0,Perth - South East,1.0,1.0,1.0,1.0,Burt,,W1,PHN502,Perth South,Canning,51330.0,Tangney,Inner Metropolitan
2229,6156,2660,7627,33.5,13333,11386,1947,0,2556,104,0,105339,"674,169",156.4,16072,16186,ATTADALE,WA,115.800233,-32.03954,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0248597,115.7996837,50704118114.0,50704118114.0,507041181.0,Melville,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,55320.0,Tangney,Inner Metropolitan
2230,6157,1913,7316,25.4,8872,7796,1076,0,1859,54,0,90027,"576,174",134.1,16076,16190,BICTON,WA,115.783732,-32.038228000000004,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0300552,115.7845012,50704117703.0,50704117703.0,507041177.0,Bicton - Palmyra,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,,W1,PHN502,Perth South,East Fremantle,53150.0,Tangney,Inner Metropolitan
2231,6158,1011,2809,34.6,5037,4362,675,0,972,39,0,41470,"265,407",61.6,16079,16193,EAST FREMANTLE,WA,115.766561,-32.038540999999995,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50702.0,Fremantle,507.0,Perth - South West,R2,-32.036750399999995,115.76639509999998,50702116404.0,50702116404.0,507021164.0,East Fremantle,50702.0,Fremantle,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,,W1,PHN502,Perth South,East Fremantle,53150.0,Fremantle,Inner Metropolitan
2232,6159,301,1352,20.8,1657,1201,456,0,281,20,0,22791,"145,864",34.1,16080,16194,NORTH FREMANTLE,WA,115.750311,-32.035224,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50702.0,Fremantle,507.0,Perth - South West,R2,-32.0353019,115.7486438,50702116524.0,50702116524.0,507021165.0,Fremantle,50702.0,Fremantle,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,6.701622486114499,W1,PHN502,Perth South,East Fremantle,53150.0,Fremantle,Inner Metropolitan
2233,6160,945,3872,23.1,4717,3523,1194,0,896,49,0,61233,"391,893",90.9,16081,16195,FREMANTLE,WA,115.754545,-32.054065,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50702.0,Fremantle,507.0,Perth - South West,R2,-32.0539328,115.7604781,50702116516.0,50702116516.0,507021165.0,Fremantle,50702.0,Fremantle,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,21.8175487518311,W1,PHN502,Perth South,Fremantle,53430.0,Fremantle,Inner Metropolitan
2234,6161,4,600,0.5,73,9,64,0,3,1,0,0,0,0.0,16082,16196,ROTTNEST ISLAND,WA,115.520516,-32.005554,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50702.0,Fremantle,507.0,Perth - South West,R2,-32.0035186,115.5148137,50702116525.0,50702116525.0,507021165.0,Fremantle,50702.0,Fremantle,507.0,Perth - South West,4.0,4.0,7.0,7.0,Fremantle,1.51330375671387,W1,PHN502,Perth South,Cottesloe,52170.0,Fremantle,Inner Metropolitan
2235,6162,1850,5102,35.5,7932,7124,808,0,1810,40,0,69615,"445,533",103.4,16083,16197,BEACONSFIELD,WA,115.759022,-32.068768,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50702.0,Fremantle,507.0,Perth - South West,R2,-32.067218,115.7706321,50702116633.0,50702116633.0,507021166.0,Fremantle - South,50702.0,Fremantle,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,18.9148540496826,W1,PHN502,Perth South,Fremantle,53430.0,Fremantle,Inner Metropolitan
2236,6163,9312,24153,36.9,50459,36144,11546,2769,8922,377,13,511674,"3,274,712",768.1,16086,16200,BIBRA LAKE,WA,115.798722,-32.084784,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.1022549,115.8240324,50701115001.0,50701115001.0,507011150.0,Bibra Industrial,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,45.3235359191895,W1,PHN502,Perth South,Cockburn,51820.0,Tangney,Inner Metropolitan
2237,6164,13376,24618,53.3,66269,58930,6438,901,13110,265,1,481533,"3,081,813",725.0,16098,16210,ATWELL,WA,115.854584,-32.131993,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50701.0,Cockburn,507.0,Perth - South West,R2,-32.146012199999994,115.8651336,50701114813.0,50701114813.0,507011148.0,Banjup,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,28.903621673584,W1,PHN502,Perth South,Cockburn,51820.0,Fremantle,Inner Metropolitan
2238,6165,53,28,,2052,66,1986,0,15,38,0,47256,"302,439",73.0,16109,16219,HOPE VALLEY,WA,115.799431,-32.19598,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.200778,115.8057319,50703117202.0,50703117202.0,507031172.0,Hope Valley - Postans,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,1.61907482147217,W1,PHN502,Perth South,Kwinana,54830.0,Brand,Outer Metropolitan
2239,6166,1958,4666,40.1,11110,8747,2363,0,1870,88,0,120534,"771,417",181.5,16111,16221,COOGEE,WA,115.790704,-32.158361,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50701.0,Cockburn,507.0,Perth - South West,R2,-32.116126,115.7657929,50701115207.0,50701115207.0,507011152.0,Coogee,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,8.72829532623291,W1,PHN502,Perth South,Cockburn,51820.0,Fremantle,Inner Metropolitan
2240,6167,5491,11824,45.4,26242,22176,2646,1420,5367,117,7,259336,"1,659,753",392.6,16116,16225,ANKETELL,WA,115.835308,-32.223657,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.2179086,115.8593099,50703116804.0,50703126104.0,507031261.0,Casuarina - Wandi,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Kwinana,54830.0,Brand,Outer Metropolitan
2241,6168,4967,12054,40.0,23230,17503,3743,1984,4821,145,1,229738,"1,470,323",347.0,16129,16238,COOLOONGUP,WA,115.75773,-32.281957,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.2945848,115.7629192,50705118610.0,50705118610.0,507051186.0,Cooloongup,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,57490.0,Brand,Outer Metropolitan
2242,6169,8122,15539,51.8,33104,31349,1242,513,8052,68,2,254192,"1,626,826",377.8,16137,16246,SAFETY BAY,WA,115.763949,-32.338504,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.3100675,115.7319024,50705119015.0,50705119015.0,507051190.0,Safety Bay - Shoalwater,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,7.013843536376951,W1,PHN502,Perth South,Rockingham,57490.0,Brand,Outer Metropolitan
2243,6170,3537,7362,47.5,17399,16791,608,0,3499,38,0,79035,"505,823",118.6,16141,16250,LEDA,WA,115.835972,-32.265645,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.271548,115.8018223,50703117002.0,50703117002.0,507031170.0,Calista,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,5.4303679466247585,W1,PHN502,Perth South,Kwinana,54830.0,Brand,Outer Metropolitan
2244,6171,8887,18894,46.3,42076,39301,2775,0,8745,142,0,278150,"1,780,162",414.6,16143,16252,BALDIVIS,WA,115.833257,-32.328863,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.322218400000004,115.8285153,50705118514.0,50705118526.0,507051185.0,Baldivis,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,57490.0,Brand,Outer Metropolitan
2245,6172,3247,4925,64.8,14269,12938,1191,140,3192,54,1,105477,"675,055",156.9,16144,16253,PORT KENNEDY,WA,115.753147,-32.37547,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.376008299999995,115.7516025,50705118724.0,50705118724.0,507051187.0,Port Kennedy,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,57490.0,Brand,Outer Metropolitan
2246,6173,2770,4731,57.7,14449,12624,607,1218,2731,38,1,93814,"600,411",139.9,16145,16254,SECRET HARBOUR,WA,115.757908,-32.407414,MANDURAH DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.4051251,115.7634366,50705119113.0,50705119131.0,507051191.0,Singleton - Golden Bay - Secret Harbour,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,57490.0,Brand,Outer Metropolitan
2247,6174,1089,2448,43.8,5399,5208,191,0,1072,17,0,28246,"180,774",42.0,16146,16255,GOLDEN BAY,WA,115.760224,-32.426559999999995,MANDURAH DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.4262528,115.7634366,50705119122.0,50705119122.0,507051191.0,Singleton - Golden Bay - Secret Harbour,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,57490.0,Brand,Outer Metropolitan
2248,6175,900,1750,50.8,4103,3958,145,0,889,11,0,29045,"185,886",43.2,16147,16256,SINGLETON,WA,115.755289,-32.445896000000005,MANDURAH DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.4466752,115.754561,50705119104.0,50705119104.0,507051191.0,Singleton - Golden Bay - Secret Harbour,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,57490.0,Brand,Outer Metropolitan
2249,6176,424,854,47.5,2373,2088,285,0,406,18,0,19715,"126,175",29.3,16148,16257,KARNUP,WA,115.814323,-32.421669,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.4250674,115.79301979999998,50705118510.0,50705118510.0,507051185.0,Baldivis,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,57490.0,Brand,Outer Metropolitan
2250,6180,1650,2955,55.0,8294,7242,363,689,1625,23,2,48224,"308,633",71.9,16149,48,LAKELANDS,WA,115.728286,-32.557981,MANDURAH DC,Delivery Area,Updated 25-Mar-2020,50201.0,Mandurah,502.0,Mandurah,R2,-32.4727097,115.7707088,50201102704.0,50201102742.0,502011027.0,Mandurah - North,50201.0,Mandurah,502.0,Mandurah,1.0,1.0,1.0,1.0,Canning,,W1,PHN502,Perth South,Mandurah,55110.0,Canning,Outer Metropolitan
2251,6181,156,157,89.8,2049,649,180,1220,141,14,1,8986,"57,511",13.3,16151,50,STAKE HILL,WA,115.728286,-32.557981,,,Updated 25-Mar-2020,50201.0,Mandurah,502.0,Mandurah,R2,-32.4924,115.799,50201102725.0,50201102725.0,502011027.0,Mandurah - North,50201.0,Mandurah,502.0,Mandurah,1.0,1.0,1.0,1.0,Canning,,W1,PHN502,Perth South,Mandurah,55110.0,Canning,Outer Metropolitan
2252,6207,346,533,59.1,2061,1540,521,0,315,31,0,18939,"121,208",27.0,16153,16258,MYARA,WA,115.959595,-32.514294,MANDURAH DC,Delivery Area,Updated 6-Feb-2020,50903.0,Wheat Belt - South,509.0,Western Australia - Wheat Belt,R3,-32.47481,116.0566443,50903124807.0,50903124807.0,509031248.0,Murray,50903.0,Wheat Belt - South,509.0,Western Australia - Wheat Belt,2.0,2.0,5.0,5.0,Canning,,W1,PHN502,Perth South,Murray,56230.0,Canning,Outer Metropolitan
2253,6208,3746,6886,53.2,16829,14637,1887,305,3663,81,2,148840,"952,576",222.5,16158,16263,BLYTHEWOOD,WA,115.847592,-32.630616,MANDURAH DC,Delivery Area,Updated 6-Feb-2020,50201.0,Mandurah,502.0,Mandurah,R2,-32.6756161,115.8618763,50201102913.0,50201102913.0,502011029.0,Pinjarra,50201.0,Mandurah,502.0,Mandurah,2.0,2.0,5.0,2.0,Canning,8.48081874847412,W1,PHN502,Perth South,Murray,56230.0,Canning,Outer Metropolitan
2254,6209,478,950,47.9,2128,1845,283,0,455,23,0,30697,"196,460",45.5,16169,52,BARRAGUP,WA,115.728286,-32.557981,,,Updated 25-Mar-2020,50201.0,Mandurah,502.0,Mandurah,R2,-32.5502,115.796,50201102601.0,50201102601.0,502011026.0,Mandurah - East,50201.0,Mandurah,502.0,Mandurah,1.0,1.0,1.0,1.0,Canning,,W1,PHN502,Perth South,Mandurah,55110.0,Canning,Outer Metropolitan
2255,6210,18463,38775,46.8,77651,70574,6737,340,18144,317,2,615278,"3,937,781",916.7,16171,16274,BARRAGUP,WA,115.728286,-32.557981,Mandurah,,Updated 6-Feb-2020,50201.0,Mandurah,502.0,Mandurah,R2,-32.5502,115.796,50201102601.0,50201102601.0,502011026.0,Mandurah - East,50201.0,Mandurah,502.0,Mandurah,1.0,1.0,1.0,1.0,Canning,,W1,PHN502,Perth South,Mandurah,55110.0,Canning,Outer Metropolitan
2256,6211,2314,4349,52.2,10787,9958,829,0,2272,42,0,79471,"508,616",118.3,16195,54,BOUVARD,WA,115.728286,-32.557981,MANDURAH DC,Delivery Area,Updated 3-Dec-2022,50201.0,Mandurah,502.0,Mandurah,R2,-32.689768300000004,115.639716,50201102110.0,50201102110.0,502011021.0,Dawesville - Bouvard,50201.0,Mandurah,502.0,Mandurah,2.0,2.0,2.0,2.0,Canning,,W1,PHN502,Perth South,Mandurah,55110.0,Canning,Outer Metropolitan
2257,6213,160,406,37.4,803,635,168,0,152,8,0,12451,"79,686",17.7,16199,16298,BANKSIADALE,WA,116.128249,-32.702065000000005,MANDURAH DC,Delivery Area,Updated 6-Feb-2020,50903.0,Wheat Belt - South,509.0,Western Australia - Wheat Belt,R3,-32.5959844,116.092028,50903124807.0,50903124807.0,509031248.0,Murray,50903.0,Wheat Belt - South,509.0,Western Australia - Wheat Belt,2.0,2.0,5.0,5.0,Canning,,W1,PHN502,Perth South,Murray,56230.0,Canning,Outer Metropolitan
2258,6214,163,281,55.5,768,669,99,0,156,7,0,13600,"87,042",20.2,16206,16305,BIRCHMONT,WA,115.859383,-32.750429,MANDURAH DC,Delivery Area,Updated 6-Feb-2020,50201.0,Mandurah,502.0,Mandurah,R2,-32.715959000000005,115.7148125,50201102913.0,50201102913.0,502011029.0,Pinjarra,50201.0,Mandurah,502.0,Mandurah,2.0,2.0,5.0,2.0,Canning,,W1,PHN502,Perth South,Waroona,58820.0,Canning,Outer Metropolitan
2259,6215,937,2093,43.4,4637,3938,699,0,908,29,0,73421,"469,894",105.1,16209,16308,HAMEL,WA,115.896715,-32.853807,WAROONA LPO,Delivery Area,Updated 6-Feb-2020,50903.0,Wheat Belt - South,509.0,Western Australia - Wheat Belt,R3,-32.8680001,115.9014735,50102101609.0,50102101609.0,501021016.0,Waroona,50102.0,Bunbury,501.0,Bunbury,2.0,2.0,5.0,5.0,Canning,26.968387603759798,W2,PHN502,Perth South,Waroona,58820.0,Canning,Outer Metropolitan
2260,6218,133,192,64.6,657,519,138,0,124,9,0,10020,"64,130",14.3,16215,16024,YARLOOP,WA,115.903112,-32.946154,HARVEY POST SHOP,Delivery Area,Updated 6-Feb-2020,50102.0,Bunbury,501.0,Bunbury,R3,-32.9571735,115.8640062,50102101415.0,50102101415.0,501021014.0,Harvey,50102.0,Bunbury,501.0,Bunbury,2.0,2.0,5.0,5.0,Forrest,38.33415985107421,W2,PHN503,Country WA,Waroona,58820.0,Forrest,Rural
2261,6220,962,2405,37.5,6036,3951,1588,497,903,57,2,70320,"450,049",100.0,16217,16026,HARVEY,WA,116.029777,-33.031221,HARVEY POST SHOP,Delivery Area,Updated 6-Feb-2020,50102.0,Bunbury,501.0,Bunbury,R3,-33.0823087,115.9056816,50102101411.0,50102101411.0,501021014.0,Harvey,50102.0,Bunbury,501.0,Bunbury,2.0,2.0,5.0,5.0,Forrest,317.431243896484,W2,PHN503,Country WA,Harvey,53990.0,Forrest,Rural
2262,6221,52,116,37.9,320,199,121,0,44,8,0,7431,"47,555",10.8,16222,16031,MORNINGTON,WA,115.907354,-33.119332,HARVEY POST SHOP,Delivery Area,Updated 6-Feb-2020,50102.0,Bunbury,501.0,Bunbury,R3,-33.1470232,115.9447252,50102101416.0,50102101416.0,501021014.0,Harvey,50102.0,Bunbury,501.0,Bunbury,2.0,2.0,5.0,5.0,Forrest,79.2588882446289,W2,PHN503,Country WA,Harvey,53990.0,Forrest,Rural
2263,6223,36,103,33.0,206,174,32,0,34,2,0,4799,"30,714",7.0,16224,16033,BENGER,WA,115.903221,-33.18208,HARVEY POST SHOP,Delivery Area,Updated 6-Feb-2020,50102.0,Bunbury,501.0,Bunbury,R3,-33.1723075,115.8403461,50102101417.0,50102101417.0,501021014.0,Harvey,50102.0,Bunbury,501.0,Bunbury,2.0,2.0,2.0,2.0,Forrest,225.759490966797,W2,PHN503,Country WA,Harvey,53990.0,Forrest,Rural
2264,6224,247,496,46.8,1495,1024,471,0,232,15,0,16760,"107,265",24.5,16225,16034,BEELA,WA,115.846788,-33.245138,BRUNSWICK LPO,Delivery Area,Updated 6-Feb-2020,50102.0,Bunbury,501.0,Bunbury,R3,-33.2405428,115.8976033,50102101402.0,50102101402.0,501021014.0,Harvey,50102.0,Bunbury,501.0,Bunbury,2.0,2.0,2.0,2.0,Forrest,45.513851165771506,W2,PHN503,Country WA,Harvey,53990.0,Forrest,Rural
2265,6225,1789,4396,39.7,7996,6858,1138,0,1745,44,0,141665,"906,653",207.4,16227,16036,ALLANSON,WA,116.20488600000002,-33.35257,COLLIE,Delivery Area,Updated 6-Feb-2020,50903.0,Wheat Belt - South,509.0,Western Australia - Wheat Belt,R3,-33.328538,116.0864757,50102100919.0,50102100931.0,501021009.0,Collie,50102.0,Bunbury,501.0,Bunbury,2.0,2.0,4.0,4.0,O'Connor,226.527877807617,W2,PHN503,Country WA,Collie,51890.0,Forrest,Rural
